# Time (s),Altitude (m),Vertical velocity (m/s),Vertical acceleration (G),Total velocity (m/s),Total acceleration (G),Position East of launch (m),Position North of launch (m),Lateral distance (m),Lateral direction (°),Lateral velocity (m/s),Lateral acceleration (G),Latitude (°),Longitude (°),Gravitational acceleration (G),Angle of attack (°),Roll rate (°/s),Pitch rate (°/s),Yaw rate (°/s),Mass (g),Propellant mass (g),Longitudinal moment of inertia (kg·m²),Rotational moment of inertia (kg·m²),CP location (mm),CG location (mm),Stability margin calibers (​),Mach number (​),Reynolds number (​),Thrust (N),Drag force (N),Drag coefficient (​),Axial drag coefficient (​),Friction drag coefficient (​),Pressure drag coefficient (​),Base drag coefficient (​),Normal force coefficient (​),Pitch moment coefficient (​),Yaw moment coefficient (​),Side force coefficient (​),Roll moment coefficient (​),Roll forcing coefficient (​),Roll damping coefficient (​),Pitch damping coefficient (​),Coriolis acceleration (G),Reference length (mm),Reference area (m²),Vertical orientation (zenith) (°),Lateral orientation (azimuth) (°),Wind velocity (m/s),Air temperature (°C),Air pressure (mbar),Speed of sound (m/s),Simulation time step (s),Computation time (s)
# Event LAUNCH occurred at t=0 seconds
# Event IGNITION occurred at t=0 seconds
14.281,1062.1,0.90527,-0.95769,5.5126,0.95809,102.95,0.053848,102.95,0.029967,5.4378,0.027909,40,-99.999,0.99869,20.398,-6.9689e-5,31.016,-0.017444,266.5,0,0.0068303,3.4151e-5,290.18,272.29,0.66261,0.030545,277477,0,0.0195,0.54798,0.70368,0.42694,9.1878e-4,0.12012,4.6292,2.6278,2.7273e-4,0,0,0,0,0.29443,8.1516e-5,27,5.7256e-4,25.546,0.048347,NaN,-1.6538,741.14,330.3,0.05,0.085163
14.331,1062.2,0.43705,-0.95154,5.4414,0.95199,103.23,0.054202,103.23,0.030085,5.4238,0.029412,40,-99.999,0.99869,21.544,-6.9686e-5,31.81,-0.018462,266.5,0,0.0068303,3.4151e-5,289.75,272.29,0.64692,0.031203,283452,0,0.020084,0.54593,0.69454,0.42488,9.1991e-4,0.12013,4.9789,2.3597,3.6204e-4,0,0,0,0,0.29678,8.0811e-5,27,5.7256e-4,23.975,0.04861,NaN,-1.654,741.14,330.3,0.05,0.085352
14.381,1062.2,-0.028289,-0.94798,5.4093,0.94843,103.5,0.054557,103.5,0.030203,5.4093,0.029053,40,-99.999,0.99869,22.523,-6.9694e-5,32.551,-0.017708,266.5,0,0.0068303,3.4151e-5,289.42,272.29,0.63459,0.031068,282225,0,0.01973,0.54634,0.68824,0.4253,9.1968e-4,0.12013,5.2881,2.118,-4.7088e-4,0,0,0,0,0.31347,8.0446e-5,27,5.7256e-4,22.365,0.048849,NaN,-1.6541,741.14,330.3,0.05,0.085543
# Event APOGEE occurred at t=14.431 seconds
14.431,1062.2,-0.4926,-0.9455,5.4178,0.94591,103.77,0.054913,103.77,0.030321,5.3953,0.027899,40,-99.999,0.99869,23.516,-6.9701e-5,33.186,-0.016218,266.5,0,0.0068303,3.4151e-5,289.11,272.29,0.623,0.030594,277921,0,0.018961,0.54783,0.68205,0.42679,9.1886e-4,0.12012,5.6111,1.8704,-4.3589e-4,0,0,0,0,0.33599,8.0439e-5,27,5.7256e-4,20.722,0.049062,NaN,-1.654,741.14,330.3,0.05,0.085774
14.481,1062.1,-0.9553,-0.94142,5.4659,0.94182,104.04,0.05527,104.04,0.030439,5.3818,0.027367,40,-99.999,0.99869,24.471,-6.9699e-5,33.736,-0.015564,266.5,0,0.0068303,3.4151e-5,288.83,272.29,0.61266,0.030605,278018,0,0.018729,0.54779,0.67325,0.42675,9.1888e-4,0.12012,5.9308,1.6437,3.724e-4,0,0,0,0,0.34698,8.0783e-5,27,5.7256e-4,19.048,0.049258,NaN,-1.6538,741.14,330.3,0.05,0.085971
14.531,1062.1,-1.4159,-0.93784,5.5522,0.93821,104.3,0.055629,104.3,0.030557,5.3686,0.026341,40,-99.999,0.99869,25.443,-6.9697e-5,34.219,-0.014559,266.5,0,0.0068303,3.4151e-5,288.56,272.29,0.60289,0.030447,276585,0,0.018282,0.54829,0.66401,0.42725,9.1861e-4,0.12012,6.2646,1.4134,4.7351e-4,0,0,0,0,0.3607,8.1467e-5,27,5.7256e-4,17.349,0.049441,NaN,-1.6534,741.15,330.3,0.05,0.086166
14.581,1062,-1.8746,-0.93212,5.6745,0.93248,104.57,0.055989,104.57,0.030676,5.3559,0.026027,40,-99.999,0.99869,26.182,-6.9693e-5,34.631,-0.014818,266.5,0,0.0068303,3.4151e-5,288.38,272.29,0.59594,0.030986,281489,0,0.018648,0.54659,0.6539,0.42555,9.1953e-4,0.12012,6.5239,1.2547,1.7951e-4,0,0,0,0,0.35669,8.2482e-5,27,5.7256e-4,15.628,0.049617,NaN,-1.6529,741.16,330.3,0.05,0.086413
14.631,1061.9,-2.3299,-0.92513,5.829,0.9255,104.84,0.05635,104.84,0.030795,5.3431,0.0259,40,-99.999,0.99869,26.627,-6.9696e-5,35.036,-0.015808,266.5,0,0.0068303,3.4151e-5,288.27,272.29,0.59194,0.031984,290554,0,0.019604,0.54356,0.64521,0.4225,9.2129e-4,0.12013,6.6825,1.1704,-2.9367e-4,0,0,0,0,0.34266,8.3799e-5,27,5.7256e-4,13.886,0.049783,NaN,-1.6522,741.17,330.3,0.05,0.086732
14.681,1061.7,-2.7823,-0.92097,6.0131,0.92129,105.11,0.056712,105.11,0.030915,5.3307,0.024283,40,-99.999,0.99869,27.355,-6.9697e-5,35.422,-0.014871,266.5,0,0.0068303,3.4151e-5,288.1,272.29,0.5857,0.032065,291297,0,0.019432,0.54331,0.63631,0.42226,9.2143e-4,0.12013,6.9448,1.0064,-2.7768e-4,0,0,0,0,0.34848,8.5404e-5,27,5.7256e-4,12.124,0.049937,NaN,-1.6513,741.18,330.3,0.05,0.087077
14.731,1061.6,-3.2332,-0.91842,6.2249,0.91868,105.37,0.057076,105.37,0.031035,5.3194,0.021802,40,-99.999,0.99869,28.432,-6.97e-5,35.724,-0.012629,266.5,0,0.0068303,3.4151e-5,287.87,272.29,0.57709,0.03153,286442,0,0.018445,0.54492,0.62464,0.42387,9.2048e-4,0.12013,7.3411,0.75624,8.7777e-5,0,0,0,0,0.36658,8.7293e-5,27,5.7256e-4,10.345,0.050082,NaN,-1.6504,741.19,330.3,0.05,0.087417
14.781,1061.4,-3.6828,-0.91526,6.4616,0.91546,105.64,0.057442,105.64,0.031155,5.3093,0.019323,40,-99.999,0.99869,29.543,-6.9705e-5,35.931,-0.010526,266.5,0,0.0068303,3.4151e-5,287.65,272.29,0.56894,0.031128,282795,0,0.017591,0.54615,0.61118,0.4251,9.1978e-4,0.12013,7.7589,0.50573,-2.1073e-4,0,0,0,0,0.38047,8.9447e-5,27,5.7256e-4,8.5536,0.050223,NaN,-1.6492,741.21,330.3,0.05,0.087771
14.831,1061.2,-4.1304,-0.90962,6.7197,0.90979,105.9,0.057808,105.9,0.031275,5.3003,0.017447,40,-99.999,0.99869,29.982,-6.9706e-5,36.073,-0.010397,266.5,0,0.0068303,3.4151e-5,287.57,272.29,0.56592,0.031706,288051,0,0.01801,0.54438,0.60313,0.42333,9.2079e-4,0.12013,7.9264,0.42332,3.228e-4,0,0,0,0,0.36962,9.1838e-5,27,5.7256e-4,6.7534,0.050361,NaN,-1.648,741.22,330.3,0.05,0.08811
14.881,1061,-4.5748,-0.90313,6.9955,0.90327,106.17,0.058176,106.17,0.031396,5.2922,0.015581,40,-99.999,0.99869,29.94,-6.9705e-5,36.226,-0.01119,266.5,0,0.0068303,3.4151e-5,287.57,272.29,0.56621,0.03278,297811,0,0.019158,0.54122,0.6002,0.42015,9.2273e-4,0.12014,7.9105,0.45346,2.9705e-5,0,0,0,0,0.34875,9.4436e-5,27,5.7256e-4,4.946,0.050496,NaN,-1.6466,741.24,330.3,0.05,0.088451
14.931,1060.8,-5.0161,-0.89635,7.2865,0.89646,106.43,0.058545,106.43,0.031516,5.2851,0.013587,40,-99.999,0.99869,29.45,-6.9705e-5,36.414,-0.012653,266.5,0,0.0068303,3.4151e-5,287.67,272.29,0.56962,0.034252,311189,0,0.020991,0.5371,0.60232,0.41602,9.2548e-4,0.12015,7.7234,0.58299,1.3906e-4,0,0,0,0,0.32275,9.7218e-5,27,5.7256e-4,3.1303,0.050625,NaN,-1.645,741.27,330.3,0.05,0.088793
14.981,1060.5,-5.454,-0.89022,7.5904,0.89029,106.7,0.058917,106.7,0.031638,5.279,0.011238,40,-99.999,0.99869,28.782,-6.9709e-5,36.692,-0.01433,266.5,0,0.0068303,3.4151e-5,287.8,272.29,0.57447,0.035785,325130,0,0.023075,0.53305,0.60656,0.41195,9.2848e-4,0.12017,7.4717,0.74773,-4.793e-4,0,0,0,0,0.30021,1.0016e-4,27,5.7256e-4,1.303,0.050748,NaN,-1.6433,741.29,330.3,0.05,0.089138
15.031,1060.2,-5.8893,-0.88557,7.9057,0.88561,106.96,0.059289,106.96,0.031759,5.2742,0.0082478,40,-99.999,0.99869,28.41,-6.9714e-5,37.052,-0.014933,266.5,0,0.0068303,3.4151e-5,287.87,272.29,0.57729,0.036834,334669,0,0.024518,0.53041,0.60829,0.4093,9.306e-4,0.12018,7.3331,0.83782,4.0263e-4,0,0,0,0,0.28893,1.0326e-4,27,5.7256e-4,-0.54032,0.050864,NaN,-1.6415,741.32,330.3,0.05,0.089492
15.081,1059.9,-6.3227,-0.8826,8.2316,0.88261,107.23,0.059664,107.23,0.031882,5.271,0.0042678,40,-99.999,0.99869,29.024,-6.9713e-5,37.424,-0.012926,266.5,0,0.0068303,3.4151e-5,287.75,272.29,0.57269,0.036712,333569,0,0.024055,0.53071,0.60076,0.4096,9.3035e-4,0.12018,7.5627,0.69967,-4.4333e-4,0,0,0,0,0.29673,1.0651e-4,27,5.7256e-4,-2.4025,0.050976,NaN,-1.6395,741.34,330.31,0.05,0.089851
15.131,1059.6,-6.7547,-0.87922,8.5673,0.87922,107.49,0.060041,107.49,0.032004,5.2699,3.306e-4,40,-99.999,0.99869,29.222,-6.9718e-5,37.71,-0.011715,266.5,0,0.0068303,3.4151e-5,287.71,272.29,0.57126,0.037048,336634,0,0.024355,0.52988,0.59723,0.40877,9.3104e-4,0.12018,7.6372,0.65784,-2.935e-4,0,0,0,0,0.29584,1.0989e-4,27,5.7256e-4,-4.2809,0.05108,NaN,-1.6374,741.37,330.31,0.05,0.090197
15.181,1059.2,-7.185,-0.87598,8.9109,0.87599,107.75,0.06042,107.75,0.032127,5.2707,0.0037038,40,-99.999,0.99869,29.142,-6.9723e-5,38.033,-0.011105,266.5,0,0.0068303,3.4151e-5,287.73,272.29,0.57184,0.037628,341911,0,0.025101,0.52848,0.59669,0.40736,9.3225e-4,0.12018,7.6071,0.67923,1.6165e-4,0,0,0,0,0.29173,1.1339e-4,27,5.7256e-4,-6.1744,0.051178,NaN,-1.6351,741.41,330.31,0.05,0.090536
15.231,1058.9,-7.6138,-0.8731,9.2618,0.87314,108.02,0.060801,108.02,0.032251,5.2736,0.007931,40,-99.999,0.99869,29.021,-6.973e-5,38.363,-0.010378,266.5,0,0.0068303,3.4151e-5,287.75,272.29,0.57273,0.038209,347201,0,0.025884,0.5271,0.59671,0.40597,9.3348e-4,0.12019,7.5614,0.70936,-6.8332e-5,0,0,0,0,0.28785,1.1699e-4,27,5.7256e-4,-8.0842,0.051272,NaN,-1.6327,741.44,330.31,0.05,0.090876
15.281,1058.5,-8.0413,-0.87072,9.619,0.8708,108.28,0.061184,108.28,0.032375,5.2785,0.012212,40,-99.999,0.99869,28.693,-6.9724e-5,38.736,-0.010055,266.5,0,0.0068303,3.4151e-5,287.82,272.29,0.57516,0.038932,353786,0,0.026978,0.52542,0.599,0.40428,9.3504e-4,0.1202,7.4386,0.78427,-1.7582e-4,0,0,0,0,0.28267,1.207e-4,27,5.7256e-4,-10.011,0.051363,NaN,-1.6301,741.48,330.31,0.05,0.091512
15.331,1058.1,-8.4679,-0.86967,9.982,0.86982,108.54,0.061569,108.54,0.0325,5.2855,0.015954,40,-99.999,0.99869,27.577,-6.9713e-5,39.197,-0.011188,266.5,0,0.0068303,3.4151e-5,288.05,272.29,0.58393,0.040272,365979,0,0.029361,0.52242,0.60923,0.40127,9.38e-4,0.12021,7.0259,1.0362,2.8079e-4,0,0,0,0,0.27049,1.245e-4,27,5.7256e-4,-11.959,0.051451,NaN,-1.6275,741.51,330.31,0.05,0.091903
15.381,1057.6,-8.8942,-0.86877,10.351,0.86901,108.81,0.061956,108.81,0.032625,5.2943,0.020248,40,-99.999,0.99869,27.061,-6.97e-5,39.839,-0.010864,266.5,0,0.0068303,3.4151e-5,288.17,272.29,0.58825,0.041046,373024,0,0.030704,0.52074,0.61325,0.39958,9.3976e-4,0.12022,6.8385,1.1504,-4.5195e-5,0,0,0,0,0.26899,1.2838e-4,27,5.7256e-4,-13.935,0.051538,NaN,-1.6246,741.55,330.31,0.05,0.092275
# Event RECOVERY_DEVICE_DEPLOYMENT occurred at t=15.431 seconds
15.466,1056.9,-9.2108,0.31906,13.737,1.462,109.25,0.062613,109.25,0.032837,4.8174,1.4268,40,-99.999,0.99869,NaN,NaN,NaN,NaN,266.5,0,NaN,NaN,NaN,NaN,NaN,0.041586,377949,0,5.0761,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.3234e-4,NaN,NaN,NaN,NaN,4.7858,-1.6217,741.59,330.32,0.034874,0.092906
15.504,1056.5,-9.1129,0.26213,13.298,1.3389,109.42,0.06289,109.42,0.03293,4.3271,1.313,40,-99.999,0.99869,NaN,NaN,NaN,NaN,266.5,0,NaN,NaN,NaN,NaN,NaN,0.040259,365902,0,4.7576,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.2712e-4,NaN,NaN,NaN,NaN,4.7746,-1.6196,741.62,330.32,0.038081,0.092986
15.545,1056.1,-9.0271,0.21094,12.895,1.2292,109.59,0.063177,109.59,0.033029,3.8345,1.211,40,-99.999,0.99869,NaN,NaN,NaN,NaN,266.5,0,NaN,NaN,NaN,NaN,NaN,0.039038,354814,0,4.4736,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.222e-4,NaN,NaN,NaN,NaN,4.7963,-1.6173,741.66,330.32,0.041478,0.093059
15.592,1055.7,-8.9573,0.15253,12.388,1.0927,109.76,0.063482,109.76,0.033138,3.3394,1.082,40,-99.999,0.99869,NaN,NaN,NaN,NaN,266.5,0,NaN,NaN,NaN,NaN,NaN,0.037504,340887,0,4.1292,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.1765e-4,NaN,NaN,NaN,NaN,4.6499,-1.6149,741.69,330.32,0.046662,0.093128
15.646,1055.2,-8.9085,0.092337,11.832,0.94601,109.93,0.063814,109.93,0.033261,2.8418,0.94149,40,-99.999,0.99869,NaN,NaN,NaN,NaN,266.5,0,NaN,NaN,NaN,NaN,NaN,0.035819,325577,0,3.7665,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.1354e-4,NaN,NaN,NaN,NaN,4.3907,-1.6121,741.73,330.32,0.053896,0.093199
15.705,1054.7,-8.8753,0.057574,11.517,0.86728,110.08,0.064153,110.08,0.033391,2.3429,0.86537,40,-99.999,0.99869,NaN,NaN,NaN,NaN,266.5,0,NaN,NaN,NaN,NaN,NaN,0.034865,316926,0,3.5689,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.0999e-4,NaN,NaN,NaN,NaN,4.4573,-1.609,741.77,330.32,0.058788,0.093267
15.772,1054.1,-8.8668,0.012818,11.069,0.75397,110.22,0.064516,110.22,0.033537,1.843,0.75386,40,-99.999,0.99869,NaN,NaN,NaN,NaN,266.5,0,NaN,NaN,NaN,NaN,NaN,0.033511,304628,0,3.2972,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.07e-4,NaN,NaN,NaN,NaN,4.2724,-1.6056,741.82,330.33,0.067623,0.093336
15.846,1053.5,-8.8732,-0.0089925,10.84,0.6961,110.34,0.06488,110.34,0.03369,1.343,0.69604,40,-99.999,0.99869,NaN,NaN,NaN,NaN,266.5,0,NaN,NaN,NaN,NaN,NaN,0.032817,298340,0,3.1623,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.0471e-4,NaN,NaN,NaN,NaN,4.3937,-1.6017,741.88,330.33,0.073245,0.093406
15.921,1052.8,-8.8849,-0.015719,10.758,0.67398,110.42,0.065225,110.42,0.033845,0.84316,0.67379,40,-99.999,0.99869,NaN,NaN,NaN,NaN,266.5,0,NaN,NaN,NaN,NaN,NaN,0.032568,296092,0,3.1147,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.0309e-4,NaN,NaN,NaN,NaN,4.7401,-1.5975,741.93,330.33,0.075649,0.093477
16.001,1052.1,-8.905,-0.02571,10.634,0.64031,110.47,0.06556,110.47,0.034003,0.34358,0.63979,40,-99.999,0.99869,NaN,NaN,NaN,NaN,266.5,0,NaN,NaN,NaN,NaN,NaN,0.032192,292692,0,3.0435,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.0204e-4,NaN,NaN,NaN,NaN,5,-1.5931,742,330.33,0.079627,0.093548
16.091,1051.3,-8.9484,-0.049131,10.354,0.56533,110.48,0.065905,110.48,0.03418,0.1546,0.56319,40,-99.999,0.99869,NaN,NaN,NaN,NaN,266.5,0,NaN,NaN,NaN,NaN,NaN,0.031344,284997,0,2.8854,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.0162e-4,NaN,NaN,NaN,NaN,4.939,-1.5885,742.06,330.34,0.090187,0.093617
16.193,1050.4,-9.0123,-0.064115,10.14,0.50215,110.44,0.066255,110.44,0.034374,0.65047,0.49804,40,-99.999,0.9987,NaN,NaN,NaN,NaN,266.5,0,NaN,NaN,NaN,NaN,NaN,0.030696,279132,0,2.7678,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.0201e-4,NaN,NaN,NaN,NaN,4.9242,-1.5833,742.13,330.34,0.10154,0.093688
16.313,1049.3,-9.1072,-0.080363,9.8924,0.42323,110.33,0.066623,110.33,0.034599,1.1414,0.41553,40,-99.999,0.9987,NaN,NaN,NaN,NaN,266.5,0,NaN,NaN,NaN,NaN,NaN,0.029946,272330,0,2.6344,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.0316e-4,NaN,NaN,NaN,NaN,4.7294,-1.5774,742.22,330.34,0.12047,0.093762
16.445,1048.1,-9.2036,-0.074674,9.8488,0.38755,110.14,0.066973,110.15,0.034839,1.632,0.38029,40,-99.999,0.9987,NaN,NaN,NaN,NaN,266.5,0,NaN,NaN,NaN,NaN,NaN,0.029813,271154,0,2.6115,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.0516e-4,NaN,NaN,NaN,NaN,4.8906,-1.5703,742.32,330.35,0.13156,0.093834
16.595,1046.7,-9.3085,-0.071435,9.7786,0.34034,109.86,0.067314,109.86,0.035105,2.1209,0.33276,40,-99.999,0.9987,NaN,NaN,NaN,NaN,266.5,0,NaN,NaN,NaN,NaN,NaN,0.029601,269248,0,2.5747,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.0765e-4,NaN,NaN,NaN,NaN,4.9359,-1.5624,742.43,330.35,0.14981,0.093907
16.764,1045.1,-9.4133,-0.062891,9.7561,0.30021,109.46,0.067635,109.46,0.035402,2.6098,0.29355,40,-99.999,0.9987,NaN,NaN,NaN,NaN,266.5,0,NaN,NaN,NaN,NaN,NaN,0.029532,268657,0,2.5632,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.1066e-4,NaN,NaN,NaN,NaN,5.0419,-1.5534,742.56,330.36,0.16984,0.094008
17.035,1042.5,-9.597,-0.069315,9.5797,0.18864,108.69,0.068026,108.69,0.035858,3.0748,0.17544,40,-99.999,0.9987,NaN,NaN,NaN,NaN,266.5,0,NaN,NaN,NaN,NaN,NaN,0.028997,263835,0,2.4718,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.1406e-4,NaN,NaN,NaN,NaN,4.3878,-1.5431,742.7,330.36,0.27029,0.094083
17.389,1039.1,-9.7336,-0.039352,9.6967,0.14405,107.52,0.068355,107.52,0.036425,3.5558,0.13857,40,-99.999,0.9987,NaN,NaN,NaN,NaN,266.5,0,NaN,NaN,NaN,NaN,NaN,0.029351,267113,0,2.5332,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.1852e-4,NaN,NaN,NaN,NaN,4.4622,-1.5264,742.94,330.37,0.35394,0.094157
17.79,1035.2,-9.7872,-0.013642,9.8135,0.12714,105.99,0.068545,105.99,0.037052,4.0529,0.12641,40,-99.999,0.9987,NaN,NaN,NaN,NaN,266.5,0,NaN,NaN,NaN,NaN,NaN,0.029703,270404,0,2.5954,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.2286e-4,NaN,NaN,NaN,NaN,4.806,-1.5041,743.25,330.39,0.40102,0.094228
18.152,1031.6,-9.7897,-7.0341e-4,9.8841,0.14062,104.43,0.068601,104.43,0.037636,4.5529,0.14062,40,-99.999,0.9987,NaN,NaN,NaN,NaN,266.5,0,NaN,NaN,NaN,NaN,NaN,0.029915,272433,0,2.6339,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.2675e-4,NaN,NaN,NaN,NaN,5.4331,-1.4787,743.61,330.4,0.36258,0.094296
18.652,1026.7,-9.8348,-0.0091929,9.794,0.030504,102.12,0.068561,102.12,0.038466,4.6955,0.029086,40,-99.999,0.9987,NaN,NaN,NaN,NaN,266.5,0,NaN,NaN,NaN,NaN,NaN,0.029641,270028,0,2.587,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.3047e-4,NaN,NaN,NaN,NaN,4.8417,-1.4556,743.93,330.42,0.5,0.094368
19.152,1021.8,-9.8135,0.0043329,9.8776,0.093625,99.66,0.068432,99.66,0.039343,5.1541,0.093525,40,-99.999,0.9987,NaN,NaN,NaN,NaN,266.5,0,NaN,NaN,NaN,NaN,NaN,0.029892,272439,0,2.6326,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.3202e-4,NaN,NaN,NaN,NaN,5.6137,-1.4237,744.38,330.44,0.5,0.094439
19.652,1016.9,-9.8302,-0.0033922,9.8179,0.029922,97.12,0.068253,97.12,0.040266,5.0083,0.029729,40,-99.999,0.9987,NaN,NaN,NaN,NaN,266.5,0,NaN,NaN,NaN,NaN,NaN,0.02971,270900,0,2.6022,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.3555e-4,NaN,NaN,NaN,NaN,4.862,-1.3918,744.83,330.46,0.5,0.094508
20.152,1012,-9.8221,0.0016461,9.8461,0.05717,94.686,0.068043,94.686,0.041174,4.7281,0.057146,40,-99.999,0.99871,NaN,NaN,NaN,NaN,266.5,0,NaN,NaN,NaN,NaN,NaN,0.029794,271787,0,2.6185,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.3449e-4,NaN,NaN,NaN,NaN,4.4478,-1.3599,745.28,330.47,0.5,0.094576
20.517,1008.4,-9.792,0.0083994,9.916,0.13972,92.869,0.067884,92.869,0.041881,5.2272,0.13946,40,-99.999,0.99871,NaN,NaN,NaN,NaN,266.5,0,NaN,NaN,NaN,NaN,NaN,0.030004,273822,0,2.657,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.3215e-4,NaN,NaN,NaN,NaN,6.0894,-1.328,745.73,330.49,0.36492,0.094645
21.017,1003.5,-9.822,-0.006114,9.7996,0.03953,90.303,0.067658,90.303,0.042928,5.0357,0.039054,40,-99.999,0.99871,NaN,NaN,NaN,NaN,266.5,0,NaN,NaN,NaN,NaN,NaN,0.02965,270685,0,2.5959,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.3597e-4,NaN,NaN,NaN,NaN,4.843,-1.3047,746.06,330.51,0.5,0.094716
21.517,998.6,-9.8192,5.7473e-4,9.8308,0.042331,87.838,0.067425,87.838,0.043981,4.8282,0.042327,40,-99.999,0.99871,NaN,NaN,NaN,NaN,266.5,0,NaN,NaN,NaN,NaN,NaN,0.029743,271654,0,2.6138,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.3464e-4,NaN,NaN,NaN,NaN,4.6207,-1.2728,746.5,330.53,0.5,0.094788
22.017,993.69,-9.8204,-2.5231e-4,9.8207,0.017089,85.402,0.067192,85.403,0.045079,4.9119,0.017087,40,-99.999,0.99871,NaN,NaN,NaN,NaN,266.5,0,NaN,NaN,NaN,NaN,NaN,0.02971,271483,0,2.6097,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.3292e-4,NaN,NaN,NaN,NaN,4.9973,-1.2409,746.96,330.55,0.5,0.094858
22.517,988.78,-9.8187,3.6513e-4,9.8204,6.1047e-4,82.947,0.066961,82.947,0.046254,4.9095,4.8924e-4,40,-99.999,0.99871,NaN,NaN,NaN,NaN,266.5,0,NaN,NaN,NaN,NaN,NaN,0.029708,271592,0,2.6109,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.3361e-4,NaN,NaN,NaN,NaN,4.9082,-1.209,747.43,330.57,0.5,0.094932
23.017,983.87,-9.8101,0.0017526,9.8308,0.049983,80.554,0.066731,80.554,0.047464,4.6646,0.049952,40,-99.999,0.99871,NaN,NaN,NaN,NaN,266.5,0,NaN,NaN,NaN,NaN,NaN,0.029738,271994,0,2.6178,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.3358e-4,NaN,NaN,NaN,NaN,4.4204,-1.1771,747.91,330.59,0.5,0.095007
23.517,978.97,-9.8063,7.7565e-4,9.8248,0.054971,78.289,0.066503,78.289,0.04867,4.3951,0.054966,40,-99.999,0.99872,NaN,NaN,NaN,NaN,266.5,0,NaN,NaN,NaN,NaN,NaN,0.029718,271942,0,2.6159,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.3154e-4,NaN,NaN,NaN,NaN,4.1262,-1.1452,748.38,330.6,0.5,0.095082
23.828,975.93,-9.7696,0.01204,9.9344,0.16423,76.847,0.066365,76.847,0.049481,4.8937,0.16378,40,-99.999,0.99872,NaN,NaN,NaN,NaN,266.5,0,NaN,NaN,NaN,NaN,NaN,0.030047,275090,0,2.6759,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,1.2943e-4,NaN,NaN,NaN,NaN,5.9853,-1.1133,748.85,330.62,0.31046,0.095156
